highway,name,wkt_geom,category,geometry
tertiary,Slussbron,"LINESTRING (18.0732895 59.320380500000006, 18.0734397 59.320537900000005, 18.0739488 59.321088100000004, 18.0743316 59.321538000000004)",Arterial & Major,"LINESTRING (18.0732895 59.320380500000006, 18.0734397 59.320537900000005, 18.0739488 59.321088100000004, 18.0743316 59.321538000000004)"
residential,Maria Bangata,"LINESTRING (18.053021 59.31439400000001, 18.0534272 59.314325000000004, 18.053450400000003 59.3143211)",Local & Neighborhood,"LINESTRING (18.053021 59.31439400000001, 18.0534272 59.314325000000004, 18.053450400000003 59.3143211)"
tertiary,Folkungagatan,"LINESTRING (18.0825123 59.3153925, 18.081641100000002 59.31528)",Arterial & Major,"LINESTRING (18.0825123 59.3153925, 18.081641100000002 59.31528)"
residential,Hennings Gata,"LINESTRING (18.0980342 59.312658600000006, 18.0976733 59.3119528)",Local & Neighborhood,"LINESTRING (18.0980342 59.312658600000006, 18.0976733 59.3119528)"
service,,"LINESTRING (18.0958583 59.30928900000001, 18.0955723 59.30864570000001)",Minor & Service,"LINESTRING (18.0958583 59.30928900000001, 18.0955723 59.30864570000001)"
residential,Maria Bangata,"LINESTRING (18.052254100000003 59.3146162, 18.052277800000002 59.3145645, 18.0523294 59.3145292, 18.0524335 59.314502000000005, 18.0527409 59.3144415)",Local & Neighborhood,"LINESTRING (18.052254100000003 59.3146162, 18.052277800000002 59.3145645, 18.0523294 59.3145292, 18.0524335 59.314502000000005, 18.0527409 59.3144415)"
service,,"LINESTRING (18.0992244 59.31598150000001, 18.0992932 59.315986300000006, 18.0993536 59.3159992, 18.0993761 59.316015, 18.099384500000003 59.3160408, 18.0993676 59.3160594, 18.0993236 59.3160785)",Minor & Service,"LINESTRING (18.0992244 59.31598150000001, 18.0992932 59.315986300000006, 18.0993536 59.3159992, 18.0993761 59.316015, 18.099384500000003 59.3160408, 18.0993676 59.3160594, 18.0993236 59.3160785)"
service,,"LINESTRING (18.070180500000003 59.3185324, 18.0701503 59.318599400000004)",Minor & Service,"LINESTRING (18.070180500000003 59.3185324, 18.0701503 59.318599400000004)"
service,,"LINESTRING (18.064278700000003 59.312441500000006, 18.064241300000003 59.3125177)",Minor & Service,"LINESTRING (18.064278700000003 59.312441500000006, 18.064241300000003 59.3125177)"
tertiary,Pålsundsbacken,"LINESTRING (18.033155 59.3195751, 18.0331738 59.319521800000004, 18.0331896 59.319455500000004)",Arterial & Major,"LINESTRING (18.033155 59.3195751, 18.0331738 59.319521800000004, 18.0331896 59.319455500000004)"
tertiary,Hornsgatan,"LINESTRING (18.0606961 59.318672400000004, 18.0602224 59.318617700000004, 18.0601109 59.318603800000005, 18.059879000000002 59.3185718)",Arterial & Major,"LINESTRING (18.0606961 59.318672400000004, 18.0602224 59.318617700000004, 18.0601109 59.318603800000005, 18.059879000000002 59.3185718)"
tertiary,Torkel Knutssonsgatan,"LINESTRING (18.0563143 59.3197538, 18.056317500000002 59.3196505, 18.056343000000002 59.319541900000004, 18.056368600000003 59.3194668, 18.056405100000003 59.31939010000001, 18.056493 59.319241600000005, 18.0566874 59.3189338)",Arterial & Major,"LINESTRING (18.0563143 59.3197538, 18.056317500000002 59.3196505, 18.056343000000002 59.319541900000004, 18.056368600000003 59.3194668, 18.056405100000003 59.31939010000001, 18.056493 59.319241600000005, 18.0566874 59.3189338)"
residential,Rosenlundsgatan,"LINESTRING (18.056906700000003 59.3143691, 18.0568831 59.3144192, 18.0568251 59.314530000000005)",Local & Neighborhood,"LINESTRING (18.056906700000003 59.3143691, 18.0568831 59.3144192, 18.0568251 59.314530000000005)"
residential,Timmermansgatan,"LINESTRING (18.0612555 59.3158395, 18.061309100000003 59.315726600000005, 18.061581 59.31515460000001)",Local & Neighborhood,"LINESTRING (18.0612555 59.3158395, 18.061309100000003 59.315726600000005, 18.061581 59.31515460000001)"
tertiary,Söder Mälarstrand,"LINESTRING (18.0671722 59.3208811, 18.0677902 59.320871200000006, 18.0678917 59.3208734, 18.0681008 59.320863200000005)",Arterial & Major,"LINESTRING (18.0671722 59.3208811, 18.0677902 59.320871200000006, 18.0678917 59.3208734, 18.0681008 59.320863200000005)"
residential,Helgagatan,"LINESTRING (18.070097 59.30966170000001, 18.0702178 59.3095432, 18.0704774 59.30927140000001, 18.070551700000003 59.30924890000001)",Local & Neighborhood,"LINESTRING (18.070097 59.30966170000001, 18.0702178 59.3095432, 18.0704774 59.30927140000001, 18.070551700000003 59.30924890000001)"
residential,Helgagatan,"LINESTRING (18.0694389 59.310640600000006, 18.069504900000002 59.310519500000005)",Local & Neighborhood,"LINESTRING (18.0694389 59.310640600000006, 18.069504900000002 59.310519500000005)"
residential,Folkskolegatan,"LINESTRING (18.0301495 59.3168024, 18.0302228 59.3167516, 18.0303775 59.3166334, 18.0305857 59.316479400000006, 18.0307748 59.316321900000005, 18.0309323 59.3162116, 18.0310759 59.3161489, 18.0312863 59.316143700000005, 18.0317511 59.3161983, 18.031921200000003 59.316218500000005, 18.03215 59.316248200000004, 18.032298 59.3162862, 18.0324277 59.3163514, 18.0325045 59.3164613, 18.0326895 59.3167205, 18.0327321 59.316742100000006, 18.032856300000002 59.3167593, 18.032969 59.31677380000001, 18.033049600000002 59.31678470000001, 18.0331029 59.316791800000004)",Local & Neighborhood,"LINESTRING (18.0301495 59.3168024, 18.0302228 59.3167516, 18.0303775 59.3166334, 18.0305857 59.316479400000006, 18.0307748 59.316321900000005, 18.0309323 59.3162116, 18.0310759 59.3161489, 18.0312863 59.316143700000005, 18.0317511 59.3161983, 18.031921200000003 59.316218500000005, 18.03215 59.316248200000004, 18.032298 59.3162862, 18.0324277 59.3163514, 18.0325045 59.3164613, 18.0326895 59.3167205, 18.0327321 59.316742100000006, 18.032856300000002 59.3167593, 18.032969 59.31677380000001, 18.033049600000002 59.31678470000001, 18.0331029 59.316791800000004)"
residential,Timmermansgatan,"LINESTRING (18.060549 59.3172475, 18.0605797 59.3171874, 18.060859 59.3166407, 18.0609067 59.31654270000001)",Local & Neighborhood,"LINESTRING (18.060549 59.3172475, 18.0605797 59.3171874, 18.060859 59.3166407, 18.0609067 59.31654270000001)"
living_street,Sockerbruksgränd,"LINESTRING (18.0473091 59.309602700000006, 18.047005900000002 59.309604400000005, 18.0468619 59.30956690000001)",Pedestrian & Slow Zones,"LINESTRING (18.0473091 59.309602700000006, 18.047005900000002 59.309604400000005, 18.0468619 59.30956690000001)"
residential,Sockerbruksgränd,"LINESTRING (18.045666 59.31010070000001, 18.0456319 59.3100602, 18.045627200000002 59.3100212, 18.0456687 59.3099684, 18.045731500000002 59.3099253, 18.0458661 59.309848300000006, 18.0461399 59.309687000000004, 18.0462795 59.309632900000004, 18.0465153 59.309589300000006, 18.0468619 59.30956690000001)",Local & Neighborhood,"LINESTRING (18.045666 59.31010070000001, 18.0456319 59.3100602, 18.045627200000002 59.3100212, 18.0456687 59.3099684, 18.045731500000002 59.3099253, 18.0458661 59.309848300000006, 18.0461399 59.309687000000004, 18.0462795 59.309632900000004, 18.0465153 59.309589300000006, 18.0468619 59.30956690000001)"
service,,"LINESTRING (18.0472913 59.310425200000005, 18.0473816 59.3103154, 18.0473669 59.3102723, 18.047256100000002 59.310238000000005, 18.0469951 59.31022720000001, 18.046622900000003 59.31017490000001, 18.0465032 59.310142500000005, 18.0462998 59.3100875, 18.0460374 59.309970500000006)",Minor & Service,"LINESTRING (18.0472913 59.310425200000005, 18.0473816 59.3103154, 18.0473669 59.3102723, 18.047256100000002 59.310238000000005, 18.0469951 59.31022720000001, 18.046622900000003 59.31017490000001, 18.0465032 59.310142500000005, 18.0462998 59.3100875, 18.0460374 59.309970500000006)"
unclassified,Hammarby Slussväg,"LINESTRING (18.0706139 59.304192400000005, 18.070758100000003 59.3041762)",Local & Neighborhood,"LINESTRING (18.0706139 59.304192400000005, 18.070758100000003 59.3041762)"
tertiary,Pålsundsbacken,"LINESTRING (18.032158000000003 59.3189786, 18.032061600000002 59.3189677)",Arterial & Major,"LINESTRING (18.032158000000003 59.3189786, 18.032061600000002 59.3189677)"
unclassified,Renstiernas Gata,"LINESTRING (18.083145000000002 59.3168931, 18.0829835 59.317213300000006, 18.0828236 59.3175327, 18.08273 59.3176271)",Local & Neighborhood,"LINESTRING (18.083145000000002 59.3168931, 18.0829835 59.317213300000006, 18.0828236 59.3175327, 18.08273 59.3176271)"
residential,Västgötagatan,"LINESTRING (18.072038900000003 59.31135630000001, 18.072067500000003 59.3112641, 18.0720354 59.3112313)",Local & Neighborhood,"LINESTRING (18.072038900000003 59.31135630000001, 18.072067500000003 59.3112641, 18.0720354 59.3112313)"
residential,Maria Prästgårdsgata,"LINESTRING (18.0665854 59.3164821, 18.066977700000002 59.316534700000005, 18.0670438 59.316559500000004, 18.0673518 59.316786400000005, 18.0673645 59.316817400000005)",Local & Neighborhood,"LINESTRING (18.0665854 59.3164821, 18.066977700000002 59.316534700000005, 18.0670438 59.316559500000004, 18.0673518 59.316786400000005, 18.0673645 59.316817400000005)"
residential,Bergsundsgatan,"LINESTRING (18.030003100000002 59.315469400000005, 18.0299421 59.315555700000004, 18.029453 59.3162633)",Local & Neighborhood,"LINESTRING (18.030003100000002 59.315469400000005, 18.0299421 59.315555700000004, 18.029453 59.3162633)"
residential,Tjärhovsgatan,"LINESTRING (18.0731514 59.314765200000004, 18.0733403 59.3147899, 18.0735825 59.31482260000001)",Local & Neighborhood,"LINESTRING (18.0731514 59.314765200000004, 18.0733403 59.3147899, 18.0735825 59.31482260000001)"
tertiary,Torkel Knutssonsgatan,"LINESTRING (18.0608799 59.320965, 18.0609942 59.320998100000004, 18.0610304 59.3210154, 18.0610626 59.321038, 18.061082900000002 59.32106950000001, 18.0610831 59.321098500000005, 18.0610743 59.3211275, 18.0610502 59.3211577, 18.0610335 59.321177500000005)",Arterial & Major,"LINESTRING (18.0608799 59.320965, 18.0609942 59.320998100000004, 18.0610304 59.3210154, 18.0610626 59.321038, 18.061082900000002 59.32106950000001, 18.0610831 59.321098500000005, 18.0610743 59.3211275, 18.0610502 59.3211577, 18.0610335 59.321177500000005)"
residential,Tjurbergsgatan,"LINESTRING (18.072252900000002 59.311025300000004, 18.072196400000003 59.311133500000004)",Local & Neighborhood,"LINESTRING (18.072252900000002 59.311025300000004, 18.072196400000003 59.311133500000004)"
service,Tideliusgatan,"LINESTRING (18.060813200000002 59.31064370000001, 18.0608034 59.310588300000006, 18.0608657 59.31045460000001, 18.061069 59.310037200000004, 18.0611395 59.3100236, 18.062037200000002 59.310146200000005, 18.062808200000003 59.3102474, 18.0627307 59.3104123)",Minor & Service,"LINESTRING (18.060813200000002 59.31064370000001, 18.0608034 59.310588300000006, 18.0608657 59.31045460000001, 18.061069 59.310037200000004, 18.0611395 59.3100236, 18.062037200000002 59.310146200000005, 18.062808200000003 59.3102474, 18.0627307 59.3104123)"
service,,"LINESTRING (18.0436286 59.316003900000005, 18.043521300000002 59.315991000000004, 18.0434577 59.316021500000005, 18.0433255 59.316265800000004, 18.0432116 59.31631530000001, 18.0431698 59.316343200000006, 18.0431257 59.31639800000001)",Minor & Service,"LINESTRING (18.0436286 59.316003900000005, 18.043521300000002 59.315991000000004, 18.0434577 59.316021500000005, 18.0433255 59.316265800000004, 18.0432116 59.31631530000001, 18.0431698 59.316343200000006, 18.0431257 59.31639800000001)"
residential,Bastugatan,"LINESTRING (18.0659846 59.32048210000001, 18.0664053 59.320407100000004)",Local & Neighborhood,"LINESTRING (18.0659846 59.32048210000001, 18.0664053 59.320407100000004)"
tertiary,Söderledstunneln,"LINESTRING (18.071573 59.3155592, 18.0714443 59.3155555, 18.071347 59.3155651, 18.0712692 59.315591100000006, 18.0712183 59.315634200000005, 18.070912500000002 59.3162953, 18.0696921 59.3188669)",Arterial & Major,"LINESTRING (18.071573 59.3155592, 18.0714443 59.3155555, 18.071347 59.3155651, 18.0712692 59.315591100000006, 18.0712183 59.315634200000005, 18.070912500000002 59.3162953, 18.0696921 59.3188669)"
service,Tantogatan,"LINESTRING (18.0411399 59.31091610000001, 18.0410295 59.310966400000005)",Minor & Service,"LINESTRING (18.0411399 59.31091610000001, 18.0410295 59.310966400000005)"
tertiary,Söder Mälarstrand,"LINESTRING (18.033783 59.319705600000006, 18.0338914 59.319729)",Arterial & Major,"LINESTRING (18.033783 59.319705600000006, 18.0338914 59.319729)"
secondary,Ringvägen,"LINESTRING (18.051889900000003 59.314613, 18.0519402 59.314525700000004)",Arterial & Major,"LINESTRING (18.051889900000003 59.314613, 18.0519402 59.314525700000004)"
residential,Tjärhovsgatan,"LINESTRING (18.083841800000002 59.3161409, 18.0838144 59.316142000000006, 18.0837608 59.3161434, 18.083672200000002 59.3161465, 18.083519300000003 59.316109100000006)",Local & Neighborhood,"LINESTRING (18.083841800000002 59.3161409, 18.0838144 59.316142000000006, 18.0837608 59.3161434, 18.083672200000002 59.3161465, 18.083519300000003 59.316109100000006)"
residential,Tjärhovsgatan,"LINESTRING (18.077242000000002 59.3152978, 18.077459 59.315323500000005)",Local & Neighborhood,"LINESTRING (18.077242000000002 59.3152978, 18.077459 59.315323500000005)"
residential,Högalidsgatan,"LINESTRING (18.039790500000002 59.318272300000004, 18.03999 59.3183209, 18.0402948 59.318421900000004, 18.0432084 59.3193867)",Local & Neighborhood,"LINESTRING (18.039790500000002 59.318272300000004, 18.03999 59.3183209, 18.0402948 59.318421900000004, 18.0432084 59.3193867)"
residential,Bellmansgatan,"LINESTRING (18.0649702 59.319807000000004, 18.0652377 59.3192863)",Local & Neighborhood,"LINESTRING (18.0649702 59.319807000000004, 18.0652377 59.3192863)"
secondary,Ringvägen,"LINESTRING (18.0716666 59.307409400000004, 18.072885 59.3074165)",Arterial & Major,"LINESTRING (18.0716666 59.307409400000004, 18.072885 59.3074165)"
residential,Bondegatan,"LINESTRING (18.0943344 59.3131764, 18.094515700000002 59.313152, 18.095005800000003 59.3130862)",Local & Neighborhood,"LINESTRING (18.0943344 59.3131764, 18.094515700000002 59.313152, 18.095005800000003 59.3130862)"
residential,Vickergatan,"LINESTRING (18.0651754 59.306710800000005, 18.0655839 59.307241100000006)",Local & Neighborhood,"LINESTRING (18.0651754 59.306710800000005, 18.0655839 59.307241100000006)"
residential,Klevgränd,"LINESTRING (18.073974200000002 59.318722300000005, 18.0739297 59.3187275, 18.0736396 59.3187615)",Local & Neighborhood,"LINESTRING (18.073974200000002 59.318722300000005, 18.0739297 59.3187275, 18.0736396 59.3187615)"
residential,Nackagatan,"LINESTRING (18.096010500000002 59.3110645, 18.0970626 59.3109186)",Local & Neighborhood,"LINESTRING (18.096010500000002 59.3110645, 18.0970626 59.3109186)"
residential,Tullgårdsgatan,"LINESTRING (18.0825512 59.3053754, 18.0827516 59.30540250000001, 18.0828121 59.3054111)",Local & Neighborhood,"LINESTRING (18.0825512 59.3053754, 18.0827516 59.30540250000001, 18.0828121 59.3054111)"
residential,Lindvallsgatan,"LINESTRING (18.0272368 59.316467100000004, 18.0269908 59.316437400000005, 18.0269185 59.3164427, 18.026864500000002 59.3164626)",Local & Neighborhood,"LINESTRING (18.0272368 59.316467100000004, 18.0269908 59.316437400000005, 18.0269185 59.3164427, 18.026864500000002 59.3164626)"
residential,Heleneborgsgatan,"LINESTRING (18.038937 59.3193381, 18.0391239 59.319356000000006, 18.039277300000002 59.3193707)",Local & Neighborhood,"LINESTRING (18.038937 59.3193381, 18.0391239 59.319356000000006, 18.039277300000002 59.3193707)"
residential,Ljusterögatan,"LINESTRING (18.0913751 59.309303400000005, 18.091067000000002 59.309104100000006)",Local & Neighborhood,"LINESTRING (18.0913751 59.309303400000005, 18.091067000000002 59.309104100000006)"
residential,Svartensgatan,"LINESTRING (18.0742279 59.317564100000006, 18.0743201 59.3175778)",Local & Neighborhood,"LINESTRING (18.0742279 59.317564100000006, 18.0743201 59.3175778)"
residential,Högbergsgatan,"LINESTRING (18.079219000000002 59.3174757, 18.079435800000002 59.317503800000004)",Local & Neighborhood,"LINESTRING (18.079219000000002 59.3174757, 18.079435800000002 59.317503800000004)"
service,Ringvägen,"LINESTRING (18.0513763 59.315164800000005, 18.051467300000002 59.315090500000004)",Minor & Service,"LINESTRING (18.0513763 59.315164800000005, 18.051467300000002 59.315090500000004)"
secondary,Hornsgatan,"LINESTRING (18.0473176 59.3170075, 18.046540800000002 59.316912900000005, 18.0464579 59.3169023)",Arterial & Major,"LINESTRING (18.0473176 59.3170075, 18.046540800000002 59.316912900000005, 18.0464579 59.3169023)"
service,,"LINESTRING (18.0549316 59.321164, 18.0549223 59.3211049)",Minor & Service,"LINESTRING (18.0549316 59.321164, 18.0549223 59.3211049)"
residential,Sankt Paulsgatan,"LINESTRING (18.0577805 59.316894500000004, 18.0595612 59.31712160000001, 18.0603033 59.317216200000004, 18.060549 59.3172475)",Local & Neighborhood,"LINESTRING (18.0577805 59.316894500000004, 18.0595612 59.31712160000001, 18.0603033 59.317216200000004, 18.060549 59.3172475)"
residential,Nytorgsgatan,"LINESTRING (18.0817583 59.314395000000005, 18.081715000000003 59.314477800000006, 18.081689 59.314527500000004)",Local & Neighborhood,"LINESTRING (18.0817583 59.314395000000005, 18.081715000000003 59.314477800000006, 18.081689 59.314527500000004)"
residential,Nytorgsgatan,"LINESTRING (18.0820821 59.3137861, 18.0820391 59.313872, 18.0820019 59.313946300000005)",Local & Neighborhood,"LINESTRING (18.0820821 59.3137861, 18.0820391 59.313872, 18.0820019 59.313946300000005)"
residential,Åsögatan,"LINESTRING (18.090164400000003 59.314583400000004, 18.090361 59.314588, 18.090442 59.3145886)",Local & Neighborhood,"LINESTRING (18.090164400000003 59.314583400000004, 18.090361 59.314588, 18.090442 59.3145886)"
residential,Erstagatan,"LINESTRING (18.090228800000002 59.313734700000005, 18.0902205 59.3138428, 18.0902151 59.31391360000001)",Local & Neighborhood,"LINESTRING (18.090228800000002 59.313734700000005, 18.0902205 59.3138428, 18.0902151 59.31391360000001)"
secondary,Ringvägen,"LINESTRING (18.0615011 59.3094759, 18.061615 59.309437800000005)",Arterial & Major,"LINESTRING (18.0615011 59.3094759, 18.061615 59.309437800000005)"
service,,"LINESTRING (18.0704226 59.307008100000004, 18.069986200000002 59.3070376, 18.0696863 59.3070578, 18.0695063 59.3070699)",Minor & Service,"LINESTRING (18.0704226 59.307008100000004, 18.069986200000002 59.3070376, 18.0696863 59.3070578, 18.0695063 59.3070699)"
residential,Ekermans Gränd,"LINESTRING (18.052719500000002 59.3125877, 18.052904 59.3126911, 18.0529781 59.31272190000001)",Local & Neighborhood,"LINESTRING (18.052719500000002 59.3125877, 18.052904 59.3126911, 18.0529781 59.31272190000001)"
service,,"LINESTRING (18.101631 59.3126182, 18.1018435 59.3125307, 18.101887400000003 59.3125184, 18.1019352 59.3125269, 18.1019711 59.3125459)",Minor & Service,"LINESTRING (18.101631 59.3126182, 18.1018435 59.3125307, 18.101887400000003 59.3125184, 18.1019352 59.3125269, 18.1019711 59.3125459)"
